1	0
0.975916955159021	0.218142376976931
0.904827806733709	0.425777688660955
0.790156641022533	0.612904954008359
0.63742671967707	0.77051098437448
0.453994445785966	0.891004513566286
0.248695034704023	0.968581839450629
0.03141695627707	0.999506365591678
-0.18737435408346	0.98228857848995
-0.397140574501106	0.917757791623112
-0.587778086390988	0.80902220065864
-0.750104626258672	0.661319173822549
-0.876301559427129	0.481762988351722
-0.96029047309578	0.279002163578498
-0.998025949716569	0.062802895572894
-0.98769041893839	-0.156421342333163
-0.929781702863613	-0.368111375836228
-0.827089037904064	-0.562070923797816
-0.684558728169863	-0.728957713236138
-0.509055901342066	-0.860733460084373
-0.309033842317097	-0.951051041901922
