1	0
0.96858341287372	-0.248688906680407
0.876307655388207	-0.481751899952686
0.728970706292835	-0.684544892148736
0.535830213783954	-0.844325755852705
0.3090218080826	-0.951054952213257
0.062796581266151	-0.998026347037634
-0.187374354083459	-0.98228857848995
-0.425771963992483	-0.904830500523708
-0.637416969896113	-0.770519050049029
-0.809011044258721	-0.587793441837703
-0.929772386705176	-0.368134905870878
-0.992113178762567	-0.125345285215016
-0.992116350580509	0.125320177588496
-0.929781702863613	0.368111375836227
-0.809025919393845	0.587772967861694
-0.637436469355967	0.770502918576562
-0.425794862564109	0.904819725146402
-0.187399212976916	0.982283836258967
0.062771324014048	0.998027935922399
0.308997739465173	0.951062772379096
